None 500
38.614262112 -121.25756948 173
38.614154691 -121.257885183 180
38.614047159 -121.258207719 318
38.61393604 -121.258526089 351
38.613820335 -121.258833364 332
38.613705404 -121.259147427 248
38.61358332 -121.259463433 175
38.613467354 -121.25977927 179
38.613352339 -121.260100197 175
38.613223791 -121.260425896 224
38.613105159 -121.260753486 167
38.612983712 -121.2610713 191
38.612870081 -121.261383402 199
38.612751065 -121.261728327 188
38.612630247 -121.262053274 348
38.612503082 -121.262361807 210
38.612407249 -121.262686474 188
38.612290986 -121.26301159 188
38.61216107 -121.263314595 188
38.612027088 -121.263626407 188
38.611914725 -121.263941344 178
38.611793808 -121.264260686 238
38.611680345 -121.264575173 237
38.611579909 -121.264889137 204
38.611479815 -121.265206783 221
38.611371034 -121.26550581 354
38.611266485 -121.265804373 196
38.611157469 -121.266108 178
38.611049131 -121.266412169 172
38.610938506 -121.266717704 198
38.610833432 -121.267023951 178
38.610728546 -121.267334735 350
38.610625033 -121.267648614 353
38.610517101 -121.267964783 348
38.610403622 -121.268280534 348
38.610279176 -121.268595287 324
38.610160968 -121.268910571 348
38.610045283 -121.269224987 340
38.609919917 -121.269538304 285
38.609802043 -121.269852223 380
38.609695303 -121.270167507 194
38.609566911 -121.270473995 229
0.0 0.0 347
0.0 0.0 343
0.0 0.0 217
0.0 0.0 249
0.0 0.0 317
38.608810591 -121.27230991 194
38.608662509 -121.272592872 352
38.608485443 -121.272875479 361
0.0 0.0 329
0.0 0.0 329
0.0 0.0 179
38.607587289 -121.273901152 189
38.607425291 -121.274141366 329
38.607227671 -121.27437744 313
38.60702301 -121.274601863 329
38.606817212 -121.274800695 349
38.610075758 -121.276352188 364
38.60999685 -121.276658025 323
38.608878258 -121.276531585 378
38.607113798 -121.27615767 341
38.606295581 -121.276102951 357
38.60602284 -121.276263822 292
38.604909263 -121.276130385 321
38.604626578 -121.276272521 325
38.604342102 -121.276408008 164
38.603948905 -121.276475194 177
38.603678778 -121.276567734 174
38.603446042 -121.27658257 231
38.603174755 -121.276658368 249
38.6028991 -121.276735443 218
38.602629568 -121.276798413 348
38.602358201 -121.276866878 317
38.602090607 -121.276924828 376
38.60181605 -121.277011094 362
38.601548333 -121.27707343 222
38.601282859 -121.277129812 205
38.60101632 -121.277191917 389
38.600730325 -121.277301654 392
38.600438878 -121.277427328 201
38.600150544 -121.277538088 193
38.599872932 -121.277629641 172
38.599580991 -121.277746285 191
38.599287214 -121.277868042 186
38.599006293 -121.277981279 185
38.598725699 -121.278104281 199
38.598447027 -121.278243139 180
38.598173353 -121.278397879 192
38.597904024 -121.278533994 172
38.597623717 -121.27867712 190
38.597349679 -121.278860382 195
38.597094457 -121.279044732 169
38.596845931 -121.279228341 290
38.596582047 -121.279452621 369
38.59634196 -121.279651334 202
38.59610941 -121.279869599 191
38.595882962 -121.280110009 174
38.595658737 -121.280343381 190
38.5954349 -121.280593027 187
38.595229798 -121.28082754 194
38.595029792 -121.281068837 192
38.594837653 -121.281329848 181
38.594640765 -121.281604175 360
38.594452625 -121.281869164 347
38.594272949 -121.282129317 384
38.594105109 -121.282401828 334
38.593941839 -121.28267165 212
38.593778197 -121.282941519 200
38.593610978 -121.283222768 175
38.593436752 -121.283511648 187
38.593268921 -121.283792064 192
38.593091478 -121.284090047 187
38.59293114 -121.284357076 191
38.59277647 -121.284612493 193
38.592626546 -121.284855941 194
38.592463149 -121.285123622 179
38.592298648 -121.28539966 185
38.592134292 -121.285675932 190
38.591970824 -121.285948597 173
38.591805993 -121.286224248 187
38.591638888 -121.286508108 191
38.591471524 -121.286790786 201
38.591302366 -121.287078386 181
38.591136094 -121.287354527 171
38.5909523 -121.287639821 176
38.590778929 -121.287950874 182
38.590611107 -121.288225565 179
38.590436023 -121.288524877 200
38.590264623 -121.288813585 167
38.590092924 -121.289103573 381
38.589928822 -121.28937265 388
38.589765903 -121.289641459 197
38.589602196 -121.28990429 192
38.589432422 -121.290188319 183
38.589267575 -121.290456022 182
38.589102799 -121.290723847 187
38.588948553 -121.290959293 179
38.588785063 -121.291222445 360
38.588620722 -121.29149057 355
38.58845276 -121.291770457 333
38.588288957 -121.292046678 374
38.588119773 -121.292334798 200
38.587951301 -121.292616877 195
38.58779027 -121.292876015 182
38.587623131 -121.293153099 173
38.587458038 -121.293426791 175
38.587292431 -121.293702047 174
38.587127013 -121.293979398 219
38.586967954 -121.294244199 171
38.586805471 -121.294513225 193
38.586651546 -121.294760654 190
38.586488947 -121.295025985 177
38.5863261 -121.295293556 197
38.586161735 -121.295571404 173
38.585997425 -121.295847236 189
38.585831703 -121.296122562 178
38.585657854 -121.296410871 190
38.585486333 -121.296696102 179
38.585319253 -121.296977858 177
38.585149813 -121.297258454 181
38.584983517 -121.297536795 189
38.584817678 -121.297818428 172
38.584650197 -121.298095187 175
38.584481577 -121.298369712 155
38.584312951 -121.298646228 173
38.584144131 -121.298923899 182
38.583975853 -121.299203201 180
38.583809286 -121.299482823 181
38.583641088 -121.299763111 190
38.583472525 -121.300041889 186
38.583304854 -121.300323212 176
38.583136614 -121.300603644 177
38.582968223 -121.300883415 182
38.582799767 -121.301161902 173
38.582632038 -121.301439454 185
38.582463546 -121.301717992 174
38.582294691 -121.301997305 180
38.582125406 -121.302273183 178
38.581957024 -121.302551214 353
38.581788291 -121.3028293 358
38.58161962 -121.303107695 374
38.581451707 -121.303387423 194
38.581283775 -121.30366516 182
38.581116647 -121.303943441 181
38.580950104 -121.30422166 186
38.5807837 -121.304500343 206
38.580616767 -121.304778368 368
38.580449034 -121.305056395 208
38.580280006 -121.305334179 156
38.580110882 -121.305611843 183
38.579941486 -121.305890493 205
38.579772263 -121.306173283 211
38.579602249 -121.306452224 179
38.579432854 -121.306729929 177
38.579264976 -121.307007032 191
38.579099157 -121.307283238 182
38.57893498 -121.307561353 188
38.578773513 -121.307843676 191
38.578621865 -121.308106116 170
38.578464487 -121.308382943 154
38.578319182 -121.30867166 167
38.578174149 -121.308959633 173
38.578030742 -121.309250657 185
38.577888884 -121.309548447 188
38.577747758 -121.309854956 189
38.577611225 -121.310161115 176
38.577477967 -121.310467244 168
38.577355395 -121.310764301 177
38.57723374 -121.311081468 181
38.577111949 -121.311394002 174
38.576991995 -121.311704719 160
38.576871734 -121.31201872 167
38.576750409 -121.312332581 181
38.576628541 -121.312645534 177
38.5765067 -121.312957334 183
38.576383626 -121.313270323 178
38.576259754 -121.313583247 184
38.576136017 -121.313895142 164
38.576012423 -121.314208337 184
38.575889645 -121.314522272 166
38.575765897 -121.314836321 169
38.575641818 -121.315150378 183
38.575517437 -121.315463551 173
38.575393498 -121.315775296 182
38.57527007 -121.316086869 360
38.575147105 -121.316399264 213
38.575021293 -121.316712098 335
38.574896817 -121.317024341 207
38.57477268 -121.317336511 184
38.574648776 -121.317649222 188
38.574521836 -121.317960835 197
38.574395702 -121.31827544 179
38.574270609 -121.318585854 173
38.574145741 -121.318895918 177
38.574020606 -121.319206028 174
38.57389653 -121.319517286 171
38.573773597 -121.319829234 180
38.573650655 -121.320142941 188
38.57352735 -121.320456315 171
38.573404847 -121.320772009 174
38.573281412 -121.321085892 187
38.573157127 -121.321398951 172
38.573032139 -121.321712666 175
38.572907514 -121.322026494 358
38.57278433 -121.322339268 349
38.572659408 -121.322653649 355
38.572533806 -121.322965701 352
38.572408247 -121.323276649 362
38.572282601 -121.323587424 205
38.572156202 -121.323899179 181
38.572027349 -121.324208436 404
38.571896446 -121.324515377 174
38.571764348 -121.324819092 174
38.571628709 -121.325122579 166
38.571493313 -121.325415825 174
38.571350634 -121.325717465 171
38.571203441 -121.326020809 178
38.571055649 -121.326322171 177
38.570910263 -121.326617343 183
38.570769358 -121.326901267 167
38.570629806 -121.327181942 175
38.570481174 -121.327478777 160
38.570335243 -121.327768895 164
38.570185072 -121.328069013 171
38.570039881 -121.328357598 362
38.569891706 -121.328655536 355
38.569742637 -121.328954862 359
38.569593212 -121.329254008 200
38.56943856 -121.329567434 182
38.569290941 -121.329862495 165
38.569137624 -121.330173305 198
38.568993401 -121.330461562 155
38.568843204 -121.330767047 195
38.568692169 -121.331076759 182
38.56854906 -121.331368153 195
38.568401814 -121.331665785 181
38.568256809 -121.331961677 171
38.568107501 -121.332267736 180
38.567956512 -121.332577556 389
38.567810592 -121.332874428 197
38.567661509 -121.33317718 167
38.567514214 -121.333479369 177
38.567363338 -121.333793114 173
38.567214434 -121.334101402 172
38.567058357 -121.33442503 170
38.566904277 -121.334743117 179
38.566756884 -121.335046999 184
38.566608717 -121.335353166 366
38.566458362 -121.335665262 242
38.566315333 -121.335960573 165
38.566165011 -121.336268234 181
38.566018293 -121.336582412 169
38.565867267 -121.336902199 174
38.565711499 -121.337222985 193
38.565559463 -121.33753862 159
38.565405973 -121.33785478 175
38.565260291 -121.338151117 172
38.565112941 -121.33845226 172
38.56497093 -121.338736978 185
38.564825578 -121.339034956 175
38.564682747 -121.339327858 173
38.564538731 -121.339622744 188
38.564392168 -121.339919933 229
38.564248042 -121.340215418 314
38.564105259 -121.340510288 180
38.563960888 -121.340815285 178
38.563826679 -121.341118942 175
38.563698308 -121.341427477 167
38.563575635 -121.341733562 197
38.563455364 -121.342048645 179
38.5633432 -121.342350585 352
38.563235994 -121.34266451 311
38.563135558 -121.342978879 195
38.5630381 -121.343299027 336
38.562944726 -121.343616153 354
38.562855081 -121.343937965 199
38.562769698 -121.344270196 183
38.562690613 -121.344599872 229
38.562617274 -121.344931726 184
38.562548383 -121.345275779 195
38.562483622 -121.345616816 226
38.562421284 -121.34595695 355
38.562363714 -121.346301804 186
38.562313696 -121.346642979 198
38.562268019 -121.346985991 179
38.562219672 -121.347334282 179
38.562177339 -121.347679319 319
38.562139034 -121.348018416 360
38.562099931 -121.348366172 352
38.562071879 -121.348728979 320
38.562031446 -121.349079772 300
38.561989944 -121.349427402 193
38.561952246 -121.34977536 186
38.561914307 -121.350133871 182
38.561881197 -121.35048234 173
38.561843513 -121.350832776 188
38.561805623 -121.351171597 179
38.561770075 -121.351521744 175
38.561734257 -121.35186189 340
38.561706954 -121.352208683 302
38.561669935 -121.352558096 175
38.561628851 -121.352904917 180
38.56159274 -121.353254051 183
38.561564329 -121.353602242 187
38.56153316 -121.353948843 167
38.561497014 -121.354299672 165
38.561462094 -121.354646905 168
38.561423808 -121.354986241 189
38.561381553 -121.355334203 191
38.561350065 -121.355678629 168
38.561304562 -121.356026638 177
38.561252015 -121.356371762 196
38.561211123 -121.356718775 175
38.561173941 -121.357069378 198
38.561135795 -121.35741518 189
38.561090867 -121.357762078 182
38.561042103 -121.358110751 190
38.560994813 -121.358461089 195
38.560950459 -121.358813895 191
38.560905938 -121.359165337 179
38.560865686 -121.359516773 190
38.560828628 -121.359877561 194
38.560801527 -121.360228217 173
38.560764888 -121.36058036 178
38.560736215 -121.360932058 190
38.560699976 -121.361281296 178
38.56066248 -121.361634869 175
38.560634047 -121.361987689 179
38.560584047 -121.362344632 175
38.560536317 -121.362706904 170
38.560494242 -121.363061514 179
38.560464708 -121.363409255 177
38.560439601 -121.36376405 160
38.560413984 -121.364094509 177
38.560386884 -121.364442074 176
38.560348968 -121.3647917 191
38.560298632 -121.365145015 192
38.560227188 -121.365498018 180
38.560183377 -121.365858736 188
38.560152598 -121.36621021 175
38.560105424 -121.366568447 169
38.560067306 -121.366923752 182
38.560021695 -121.367264432 151
38.559990324 -121.367616961 185
38.559954754 -121.367974733 196
38.559922413 -121.368318572 170
38.559878712 -121.368670987 177
38.559819541 -121.369021774 190
38.559790753 -121.369376238 353
38.559755837 -121.369727611 339
38.559721853 -121.370093454 217
38.559680252 -121.370450114 313
38.559636251 -121.37080595 356
38.559601925 -121.371168784 357
38.559559422 -121.371516585 194
38.559512686 -121.371877351 175
38.559472841 -121.372227062 190
38.559436822 -121.372571001 197
38.559393356 -121.372919619 180
38.559352496 -121.373266393 184
38.559320331 -121.373624178 163
38.559287846 -121.373981126 160
38.559251143 -121.374334357 154
38.559219654 -121.374689408 174
38.559200978 -121.375035528 164
38.559184108 -121.375386314 184
38.559160339 -121.375732355 169
38.559123555 -121.37609802 163
38.559102438 -121.376465116 181
38.559085996 -121.376805023 179
38.559062761 -121.377168523 164
38.559040538 -121.377536291 153
38.55899948 -121.377881663 168
38.558968404 -121.378227988 178
38.558929248 -121.378578596 181
38.558891067 -121.37892146 185
38.558867292 -121.379265921 179
38.558839326 -121.379610969 173
38.558798431 -121.379946297 180
38.558757038 -121.380295474 189
38.558731173 -121.380648715 177
38.558707191 -121.380999106 198
38.558693243 -121.381338868 161
38.558670488 -121.381685066 155
38.558635352 -121.382037097 165
38.558623153 -121.3823826 182
38.558578682 -121.382737591 173
38.558542814 -121.383081821 173
38.558503004 -121.383428206 166
38.558470546 -121.383783977 177
38.558428367 -121.384156893 169
38.558391523 -121.384517028 177
38.558366582 -121.384861659 176
38.55833732 -121.385212024 174
38.558300376 -121.385562615 169
38.55826789 -121.385912086 176
38.558243607 -121.386258587 162
38.558218828 -121.38660648 184
38.558179721 -121.38697823 160
38.558143863 -121.387350246 197
38.558105941 -121.3877332 176
38.558061372 -121.388127762 175
38.558025629 -121.388518388 167
38.558010029 -121.388888592 169
38.557980403 -121.38927969 173
38.557956737 -121.389662606 176
38.557957902 -121.390043089 161
38.557912761 -121.390431323 174
38.5578695 -121.390819708 167
38.557846378 -121.391199595 176
38.557831636 -121.391567395 169
38.557803188 -121.391972022 157
38.557769385 -121.392371545 176
38.557723803 -121.3927721 173
38.557685475 -121.393143115 179
38.557632006 -121.393545157 179
38.557583781 -121.393920588 183
38.557546179 -121.39430842 189
38.557473337 -121.394702834 176
38.557393773 -121.395077697 167
38.557313977 -121.395450829 182
38.55724853 -121.395855599 163
38.55718128 -121.396243764 167
38.557076962 -121.396623593 171
38.556977133 -121.397001941 179
38.556886607 -121.39736804 182
38.556791819 -121.397744506 170
38.556700103 -121.39811441 179
38.556598962 -121.398479458 177
38.556494131 -121.398851996 185
38.556392644 -121.399210212 181
38.556296669 -121.399569752 176
38.55620764 -121.399924449 175
38.556118073 -121.400296313 198
38.556023792 -121.400663578 185
38.555928039 -121.401036297 336
38.555835836 -121.401407665 198
38.555742812 -121.401779479 173
38.555651161 -121.402153451 170
38.555562828 -121.402525937 173
38.555469087 -121.402915805 195
38.555379734 -121.403298323 175
38.555293162 -121.403683068 172
38.555210964 -121.404072335 157
38.555139807 -121.40445445 167
38.55506897 -121.404828671 180
38.555011239 -121.405183624 177
38.554953221 -121.405532507 175
38.554912034 -121.405855704 163
38.554919262 -121.406111457 181
38.554924028 -121.406405778 178
38.554936858 -121.406699339 165
38.554953814 -121.40698627 153
38.554992873 -121.407230984 188
38.555033652 -121.407469435 156
38.555078841 -121.407687403 182
38.555118683 -121.40789592 183
38.55516001 -121.408083077 290
38.555202456 -121.408251773 339
38.555240789 -121.408406399 185
38.555271326 -121.408554241 176
38.555297282 -121.408686519 170
38.555321705 -121.408802263 163
38.555345391 -121.408898869 170
38.555366563 -121.408982801 188
38.555381438 -121.409050604 337
38.555391161 -121.409099162 319
38.555396852 -121.409128887 303
38.555395984 -121.409141283 334
38.555398878 -121.409141884 313
38.555394597 -121.409147907 321
38.555389894 -121.409152281 218
38.555389879 -121.409148359 169
38.555389739 -121.409144741 165
38.555390278 -121.409140802 200
38.555393149 -121.409133931 165
38.555393473 -121.409131656 191
38.555392748 -121.409131569 170
38.555391572 -121.409132031 176
38.5553903 -121.409132123 188
38.555391497 -121.409127004 179
38.555392655 -121.409121966 185
38.555391676 -121.409120481 174
38.555390208 -121.409121074 186
38.55539256 -121.40911311 335
38.555392364 -121.40911007 362
38.55539451 -121.409103787 355
38.555394741 -121.409101252 211
38.555398702 -121.409090074 176
38.555400647 -121.409079995 199
38.555400585 -121.409075094 321
38.555402734 -121.409067543 206
38.555402156 -121.409064997 181
38.555399457 -121.409066831 292
38.555400891 -121.409060586 331
38.555402123 -121.409058225 205
38.555404123 -121.409083986 204
38.555405754 -121.409129097 181
38.555405052 -121.409186891 178
38.55540367 -121.409243831 190
38.555389893 -121.409300062 195
38.555357832 -121.409345812 205
38.555306205 -121.409383084 320
38.55525299 -121.409419388 201
38.555188104 -121.409437912 201
38.555101962 -121.409452222 193
38.555010457 -121.409464103 182
38.554904579 -121.409466689 167
38.554788253 -121.409468173 192
38.55466225 -121.409468719 202
38.554523252 -121.409445852 169
38.554383369 -121.40945476 215
38.554240545 -121.409456816 311
38.554093314 -121.409462647 220
38.553944479 -121.409455243 198
38.553797778 -121.409451842 191
38.553653207 -121.409447695 195
38.553512937 -121.409442078 184
38.553377384 -121.4094377 207
38.553253041 -121.409430687 203
38.553142893 -121.409433524 188
